Date,Time,Dir,WSMDir,WSK,WSMK,AvgTemp,AvgRh,AvgBP,Rain,AvgSR
 , ,deg,deg,kph,kph,C,%,mbar,mm,W/m^2
2006 Sep 01,0:00,118,90,21.2,26.9,36,44,992.6,0,161
2006 Sep 01,0:10,126,120,21.8,29.8,35.4,47,992.6,0,132
2006 Sep 01,0:20,131,127,24.1,36.2,34.6,52,992.6,0,98
2006 Sep 01,0:30,132,122,25.4,36.7,34.2,51,992.7,0,66
2006 Sep 01,0:40,131,119,27.2,33.9,34,52,992.8,0,36
2006 Sep 01,0:50,132,138,24.8,35.6,33.7,54,992.9,0,12
2006 Sep 01,1:00,134,132,27.4,37.3,33.4,54,993,0,2
2006 Sep 01,1:10,130,130,26.7,33.9,33.1,53,993.2,0,-2
2006 Sep 01,1:20,127,116,25.9,34.4,32.9,52,993.3,0,-2
2006 Sep 01,1:30,128,138,27.2,35,32.7,53,993.5,0,-3
2006 Sep 01,1:40,125,123,28.3,38.5,32.4,52,993.7,0,-3
2006 Sep 01,1:50,130,123,27.9,42.5,32.1,54,993.9,0,-3
2006 Sep 01,2:00,131,129,23.6,33.3,31.8,56,994,0,-3
2006 Sep 01,2:10,127,139,25.7,35.6,31.6,55,994.2,0,-3
2006 Sep 01,2:20,127,134,27.7,38.5,31.4,54,994.4,0,-3
2006 Sep 01,2:30,124,124,23.9,33.9,31.2,53,994.6,0,-3
2006 Sep 01,2:40,124,119,24.8,33.3,30.9,54,994.8,0,-3
2006 Sep 01,2:50,125,130,24.6,33.9,30.7,57,994.9,0,-3
2006 Sep 01,3:00,126,124,23.7,33.9,30.5,59,995.1,0,-3
2006 Sep 01,3:10,130,127,24,32.1,30.3,61,995.3,0,-2
2006 Sep 01,3:20,132,125,24.1,31,30.1,62,995.6,0,-3
2006 Sep 01,3:30,132,131,24.8,33.3,29.9,63,995.8,0,-2
2006 Sep 01,3:40,135,134,23.7,31.6,29.8,64,996,0,-3
2006 Sep 01,3:50,137,140,23.5,31,29.6,66,996.2,0,-3
2006 Sep 01,4:00,135,130,23.8,32.1,29.5,67,996.3,0,-2
